,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,0.0,6.10054851288,0.0,1.012242320420813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,1.0167604313915746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0025073460136391,0.0,0.0,0.0,1.0920727408080448,0.0
2,0.0,0.0,1.0251452294355614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001244845426504,0.0
3,1.3317685554671321,0.0,16.722550741999626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1044059781759408,0.0,0.0,0.0
4,1.3317685554671321,0.0,16.620466896533866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1548289018578974,0.0,0.0,0.0
5,0.0,0.0,6.713493492774634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6842931550075777,0.0,0.0,6.553559191586188,0.0,1.032635669882863,0.0,0.0,0.0
6,0.0,0.0,4.707296247046719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4392054693238148,0.0,1.0282014674772553,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,8.64219796670925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0020863089890006,0.0,0.0,0.0
9,0.0,0.0,8.783955663897938,0.0,0.0,0.0,0.0,1.822167888116597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6538927510692165,0.0,1.0275936167380277,0.0,0.0,0.0
